order_id,customer_id,order_date,status,region_code
162,444.0,2025-09-25 12:17:25,SHIPPED,SOUTH
163,416.0,2025-09-16 12:33:09,RETURNED,WEST
164,85.0,2025-11-19 13:20:29,SHIPPED,NORTH
165,292.0,2026-03-29 05:53:08,RETURNED,SOUTH
166,166.0,2025-08-22 11:26:11,RETURNED,EAST
167,488.0,2025-10-02 09:20:34,PLACED,SOUTH
168,493.0,2026-05-02 12:43:36,PLACED,EAST
169,444.0,2026-03-30 07:46:13,SHIPPED,SOUTH
170,75.0,2026-01-02 03:02:29,CANCELLED,WEST
171,73.0,2026-01-01 03:21:23,CANCELLED,WEST
172,232.0,2025-09-25 05:09:44,PLACED,WEST
173,264.0,2025-09-07 03:37:41,DELIVERED,WEST
174,487.0,2026-05-10 15:15:35,PLACED,WEST
175,326.0,2025-07-18 10:56:19,PLACED,WEST
176,112.0,2025-07-26 00:22:30,CANCELLED,EAST
177,166.0,2026-02-04 17:13:38,RETURNED,SOUTH
178,290.0,2025-09-07 02:36:05,PLACED,NORTH
179,51.0,2026-02-25 04:34:56,PLACED,NORTH
180,476.0,2025-07-24 13:43:11,PLACED,WEST
181,104.0,2026-02-04 06:33:27,DELIVERED,SOUTH
182,448.0,2025-07-30 16:17:36,DELIVERED,EAST
183,43.0,2025-10-12 14:01:27,SHIPPED,NORTH
184,203.0,2025-09-14 00:20:53,SHIPPED,WEST
185,336.0,2026-06-25 05:52:10,SHIPPED,WEST
186,40.0,2026-02-14 04:00:23,CANCELLED,NORTH
187,5.0,2026-02-01 02:36:20,CANCELLED,SOUTH
188,245.0,2025-07-17 01:24:03,PLACED,NORTH
189,161.0,2026-03-30 01:33:40,CANCELLED,SOUTH
190,329.0,2026-03-08 22:52:50,RETURNED,NORTH
191,313.0,2025-10-21 18:52:38,SHIPPED,SOUTH
192,471.0,2025-08-10 13:49:58,SHIPPED,NORTH
193,460.0,2025-12-21 07:47:27,RETURNED,WEST
194,180.0,2026-07-07 20:37:00,SHIPPED,SOUTH
195,142.0,2026-05-23 00:44:48,RETURNED,EAST
196,399.0,10-09-2025 13:19:46,DELIVERED,SOUTH
197,266.0,2026-05-09 12:57:00,CANCELLED,EAST
198,331.0,2026-02-14 16:59:24,SHIPPED,WEST
199,198.0,2026-04-26 11:35:45,RETURNED,NORTH
200,271.0,05-05-2026 22:04:40,DELIVERED,EAST
201,68.0,2025-09-14 16:32:06,CANCELLED,EAST
202,280.0,2026-03-08 04:30:17,PLACED,NORTH
203,301.0,2025-10-14 20:54:25,PLACED,NORTH
204,486.0,2026-03-31 18:13:47,RETURNED,WEST
205,217.0,2025-11-12 09:57:22,RETURNED,SOUTH
206,143.0,2025-12-22 21:11:33,SHIPPED,SOUTH
207,275.0,2026-02-10 23:12:17,PLACED,EAST
208,358.0,2025-10-02 04:40:29,SHIPPED,NORTH
209,126.0,2025-11-28 01:02:54,CANCELLED,NORTH
210,159.0,2025-08-18 21:52:54,SHIPPED,NORTH
211,7.0,2025-09-22 03:55:15,SHIPPED,WEST
212,488.0,2026-05-20 05:09:24,DELIVERED,SOUTH
213,191.0,2026-01-10 11:16:36,DELIVERED,NORTH
214,395.0,2025-12-10 14:00:16,CANCELLED,EAST
215,269.0,2025-09-02 21:11:59,RETURNED,NORTH
216,255.0,2025-08-14 10:18:44,CANCELLED,SOUTH
217,189.0,2025-12-31 01:32:14,RETURNED,NORTH
218,117.0,19-02-2026 18:55:01,PLACED,SOUTH
219,24.0,2025-07-24 12:22:02,SHIPPED,SOUTH
220,477.0,22-04-2026 13:22:58,CANCELLED,SOUTH
221,165.0,2026-01-10 02:14:42,DELIVERED,EAST
222,423.0,2025-08-22 04:18:10,RETURNED,NORTH
223,92.0,2026-01-02 09:23:25,PLACED,WEST
224,36.0,2025-08-26 20:36:48,DELIVERED,EAST
225,45.0,15-02-2026 16:05:46,SHIPPED,EAST
226,289.0,2026-05-08 12:02:22,SHIPPED,WEST
227,189.0,2026-06-02 20:47:48,SHIPPED,SOUTH
228,,2026-04-19 06:30:37,SHIPPED,EAST
229,326.0,2026-03-04 09:11:30,DELIVERED,NORTH
230,389.0,2026-01-16 22:17:47,DELIVERED,NORTH
231,106.0,2025-11-22 12:49:19,CANCELLED,NORTH
232,498.0,2025-07-26 02:57:06,PLACED,NORTH
233,472.0,2026-01-19 18:25:36,CANCELLED,EAST
234,235.0,2025-10-02 01:48:13,PLACED,SOUTH
235,327.0,2026-04-29 06:57:11,RETURNED,NORTH
236,223.0,2026-04-24 15:14:13,DELIVERED,EAST
237,436.0,2025-11-26 12:00:35,DELIVERED,EAST
238,232.0,2026-02-10 09:38:10,SHIPPED,SOUTH
239,400.0,2026-04-07 01:03:52,PLACED,SOUTH
240,231.0,2026-04-14 09:39:08,RETURNED,EAST
241,494.0,2026-03-21 17:21:13,CANCELLED,EAST
242,437.0,2025-08-14 22:44:42,DELIVERED,NORTH
243,111.0,2025-08-28 03:46:09,PLACED,SOUTH
244,496.0,2025-12-31 12:41:16,DELIVERED,EAST
245,420.0,03-10-2025 04:20:03,CANCELLED,WEST
246,285.0,2026-05-20 00:26:12,CANCELLED,NORTH
247,412.0,2025-10-21 17:13:47,PLACED,SOUTH
248,67.0,2026-05-26 11:42:19,PLACED,EAST
249,470.0,06-12-2025 12:16:52,PLACED,SOUTH
250,463.0,2025-09-17 07:05:42,PLACED,EAST
251,,2026-03-26 06:24:38,SHIPPED,WEST
252,421.0,2026-04-24 14:04:12,CANCELLED,WEST
253,89.0,2026-02-06 08:40:43,DELIVERED,EAST
254,229.0,22-08-2025 07:02:22,RETURNED,SOUTH
255,332.0,2025-07-12 21:14:36,RETURNED,WEST
256,32.0,2026-03-06 07:46:35,CANCELLED,SOUTH
257,330.0,2026-03-18 10:58:49,RETURNED,NORTH
258,196.0,2025-11-02 15:18:03,RETURNED,WEST
259,177.0,2025-11-19 13:45:08,CANCELLED,EAST
260,,2025-09-04 18:56:02,PLACED,EAST
261,30.0,2026-03-05 05:44:25,DELIVERED,SOUTH
262,499.0,2025-10-10 21:27:56,SHIPPED,EAST
263,274.0,2026-05-18 12:42:17,PLACED,SOUTH
264,295.0,2025-12-11 23:01:15,DELIVERED,SOUTH
265,91.0,2025-11-20 19:19:50,DELIVERED,NORTH
266,361.0,2025-10-18 21:40:47,RETURNED,SOUTH
267,289.0,2026-03-15 20:12:30,CANCELLED,EAST
268,90.0,2026-04-12 00:05:04,SHIPPED,SOUTH
269,11.0,08-12-2025 04:26:27,RETURNED,SOUTH
270,413.0,2026-04-22 12:41:00,DELIVERED,NORTH
271,12.0,2026-01-02 11:22:43,SHIPPED,NORTH
272,434.0,2025-11-22 11:22:48,PLACED,EAST
273,361.0,2026-01-28 22:24:07,PLACED,EAST
274,155.0,2025-10-10 22:44:10,CANCELLED,WEST
275,333.0,2025-10-30 06:13:46,RETURNED,EAST
276,115.0,2025-11-13 00:43:36,CANCELLED,EAST
277,376.0,2026-03-24 22:22:43,PLACED,WEST
278,436.0,2026-04-04 23:52:27,PLACED,SOUTH
279,309.0,2026-05-18 12:53:51,RETURNED,SOUTH
280,328.0,2026-03-08 01:17:50,SHIPPED,EAST
281,382.0,2026-04-09 09:20:31,DELIVERED,SOUTH
282,326.0,2025-12-20 08:55:32,DELIVERED,WEST
283,6.0,2026-03-22 16:10:42,PLACED,EAST
284,132.0,2025-09-07 08:26:21,PLACED,WEST
285,225.0,2025-09-26 14:04:14,CANCELLED,WEST
286,452.0,2025-12-03 13:24:10,PLACED,WEST
287,404.0,2025-11-10 20:50:49,SHIPPED,SOUTH
288,232.0,2026-01-27 08:24:04,DELIVERED,NORTH
289,164.0,2026-03-21 20:25:12,DELIVERED,SOUTH
290,455.0,2026-03-25 09:43:59,RETURNED,NORTH
291,174.0,2025-09-06 23:10:22,CANCELLED,NORTH
292,221.0,2026-06-27 13:22:24,CANCELLED,SOUTH
293,28.0,2025-07-12 04:33:31,SHIPPED,WEST
294,357.0,2025-08-12 12:38:34,RETURNED,EAST
295,339.0,2025-09-01 08:05:47,PLACED,WEST
296,293.0,2026-06-13 10:03:52,PLACED,EAST
297,2.0,2025-12-16 06:35:46,RETURNED,WEST
298,103.0,2025-08-02 15:53:46,DELIVERED,NORTH
299,243.0,2025-09-29 06:10:01,CANCELLED,WEST
300,251.0,2025-08-08 11:47:28,RETURNED,WEST
301,95.0,2025-07-24 01:08:11,SHIPPED,WEST
302,23.0,2025-11-27 15:05:30,SHIPPED,EAST
303,289.0,2026-07-04 19:37:04,PLACED,NORTH
304,343.0,2026-02-19 12:03:26,RETURNED,SOUTH
305,284.0,2026-01-16 13:11:30,RETURNED,WEST
306,495.0,2026-03-27 03:56:53,CANCELLED,SOUTH
307,244.0,2026-02-13 11:28:59,PLACED,SOUTH
308,62.0,2026-06-20 16:06:01,SHIPPED,SOUTH
309,414.0,05-05-2026 20:06:37,PLACED,WEST
310,104.0,2026-03-01 02:49:19,RETURNED,EAST
311,164.0,2025-12-17 14:06:21,PLACED,NORTH
312,199.0,2025-09-21 22:17:58,DELIVERED,WEST
313,470.0,2026-03-07 04:16:17,RETURNED,WEST
314,58.0,2026-04-29 21:03:48,RETURNED,NORTH
315,474.0,2025-10-22 17:14:47,DELIVERED,EAST
316,450.0,2025-07-22 12:47:37,CANCELLED,WEST
317,20.0,2026-02-14 05:23:09,RETURNED,WEST
318,20.0,2026-01-14 15:40:50,SHIPPED,NORTH
319,382.0,2025-10-02 20:57:15,DELIVERED,NORTH
320,173.0,2025-09-10 03:49:42,DELIVERED,WEST
321,440.0,2025-07-23 10:17:07,SHIPPED,SOUTH
322,154.0,2025-10-05 15:26:54,DELIVERED,EAST
323,374.0,2025-07-10 08:42:01,SHIPPED,WEST
324,109.0,2025-09-05 18:18:18,CANCELLED,EAST
325,421.0,2026-07-09 08:02:31,PLACED,EAST
326,364.0,2026-04-21 00:36:27,RETURNED,NORTH
327,89.0,2025-11-16 05:36:52,PLACED,SOUTH
328,17.0,2025-12-01 13:54:43,SHIPPED,EAST
329,189.0,2026-02-09 07:37:13,PLACED,NORTH
330,124.0,2026-01-15 08:35:25,SHIPPED,WEST
331,301.0,2026-04-05 09:53:40,DELIVERED,NORTH
332,,04-08-2025 07:39:49,RETURNED,SOUTH
333,439.0,2025-08-12 04:33:16,SHIPPED,EAST
334,334.0,22-10-2025 03:59:11,PLACED,WEST
335,467.0,2026-05-09 07:42:04,PLACED,SOUTH
336,130.0,2026-06-09 10:55:52,DELIVERED,WEST
337,459.0,2025-11-14 09:30:05,DELIVERED,SOUTH
338,239.0,2026-06-27 02:07:50,RETURNED,WEST
339,300.0,2025-10-19 05:59:01,DELIVERED,EAST
340,153.0,2026-02-16 17:25:05,DELIVERED,EAST
341,328.0,2025-09-19 07:20:36,DELIVERED,SOUTH
342,77.0,2026-06-14 19:49:50,PLACED,WEST
343,339.0,2026-02-05 05:40:35,PLACED,WEST
344,152.0,2025-10-13 14:59:16,CANCELLED,NORTH
345,299.0,2025-12-05 23:01:35,SHIPPED,EAST
346,372.0,2025-08-18 03:25:42,CANCELLED,EAST
347,260.0,2025-08-05 16:42:00,RETURNED,SOUTH
348,151.0,2025-10-25 17:31:23,DELIVERED,SOUTH
349,485.0,2026-06-21 03:29:33,PLACED,SOUTH
350,182.0,2026-04-29 12:34:52,CANCELLED,EAST
351,191.0,2026-06-24 16:28:00,PLACED,WEST
352,28.0,2026-05-26 05:58:44,RETURNED,NORTH
353,242.0,2026-05-03 06:02:12,CANCELLED,EAST
354,212.0,2026-02-05 05:33:50,SHIPPED,SOUTH
355,176.0,2026-03-20 19:18:05,CANCELLED,SOUTH
356,162.0,2026-06-28 02:23:32,PLACED,WEST
357,171.0,2026-01-31 22:46:58,PLACED,NORTH
358,232.0,2026-04-17 11:31:47,SHIPPED,SOUTH
359,251.0,2026-04-12 22:00:40,SHIPPED,WEST
360,325.0,2026-06-26 08:10:12,CANCELLED,WEST
361,,2025-12-24 20:20:14,DELIVERED,NORTH
362,457.0,2025-12-25 12:44:49,SHIPPED,NORTH
363,,2026-02-09 14:09:45,SHIPPED,EAST
364,160.0,2025-07-20 05:55:54,RETURNED,EAST
365,86.0,21-08-2025 17:21:44,DELIVERED,WEST
366,373.0,2025-08-03 22:20:47,CANCELLED,SOUTH
367,176.0,2026-02-26 16:42:34,SHIPPED,SOUTH
368,486.0,2026-07-08 09:05:00,PLACED,SOUTH
369,115.0,2026-03-14 11:50:20,PLACED,SOUTH
370,64.0,2025-10-02 05:41:40,PLACED,WEST
371,449.0,2025-11-02 13:48:06,RETURNED,NORTH
372,305.0,2026-06-24 05:23:23,PLACED,NORTH
373,354.0,2026-01-14 21:44:03,PLACED,EAST
374,243.0,2025-07-13 19:24:48,PLACED,EAST
375,216.0,2026-05-10 04:50:47,DELIVERED,SOUTH
376,215.0,2025-10-08 22:20:55,RETURNED,NORTH
377,145.0,2025-08-13 05:28:50,SHIPPED,SOUTH
378,399.0,2026-03-13 07:39:23,SHIPPED,EAST
379,361.0,2026-05-06 03:31:33,RETURNED,WEST
380,467.0,2025-08-07 00:37:57,DELIVERED,SOUTH
381,,2026-06-15 10:34:41,PLACED,WEST
382,77.0,2025-12-31 07:33:10,PLACED,NORTH
383,464.0,2025-11-16 09:12:39,DELIVERED,EAST
384,238.0,2026-06-01 21:32:37,PLACED,EAST
385,185.0,2025-10-16 12:50:09,PLACED,NORTH
386,436.0,21-06-2026 04:23:32,SHIPPED,SOUTH
387,169.0,2026-03-16 18:08:12,RETURNED,EAST
388,450.0,2026-06-07 14:23:16,DELIVERED,SOUTH
389,59.0,2026-01-08 12:17:26,DELIVERED,WEST
390,354.0,2025-09-21 04:24:40,SHIPPED,NORTH
391,68.0,2026-04-04 20:46:36,SHIPPED,NORTH
392,214.0,2026-05-25 00:26:00,RETURNED,WEST
393,93.0,2025-09-23 18:45:14,RETURNED,NORTH
394,442.0,2025-09-22 07:35:06,SHIPPED,WEST
395,472.0,2025-10-09 10:57:08,CANCELLED,NORTH
396,33.0,2026-02-21 04:39:15,RETURNED,SOUTH
397,490.0,2025-09-05 05:36:06,RETURNED,NORTH
398,222.0,2025-08-18 05:23:41,DELIVERED,WEST
399,77.0,2026-06-11 08:19:49,RETURNED,NORTH
400,6.0,2026-03-14 02:11:20,CANCELLED,WEST
401,446.0,2026-03-09 13:35:54,DELIVERED,SOUTH
402,170.0,2026-02-19 10:50:31,SHIPPED,WEST
403,207.0,2026-04-15 09:21:48,CANCELLED,WEST
404,46.0,2026-01-24 00:36:46,PLACED,WEST
405,382.0,2025-07-25 16:39:02,CANCELLED,NORTH
406,286.0,2026-01-02 09:50:19,RETURNED,EAST
407,456.0,2026-02-21 22:48:15,CANCELLED,EAST
408,187.0,2026-01-06 01:55:11,CANCELLED,EAST
409,287.0,2026-07-05 03:37:23,DELIVERED,WEST
410,59.0,2026-06-02 21:04:01,PLACED,EAST
411,182.0,2026-05-23 13:36:04,DELIVERED,EAST
412,360.0,2026-01-05 12:27:50,CANCELLED,SOUTH
413,421.0,2026-07-04 19:08:59,PLACED,EAST
414,313.0,2026-06-09 19:40:41,CANCELLED,SOUTH
415,235.0,2025-10-20 14:55:55,DELIVERED,NORTH
416,388.0,2025-09-29 08:59:39,RETURNED,NORTH
417,396.0,2026-02-05 21:05:27,RETURNED,SOUTH
418,494.0,2025-07-30 00:49:55,PLACED,WEST
419,430.0,2026-04-28 04:23:25,SHIPPED,SOUTH
420,375.0,2025-12-31 23:01:16,RETURNED,EAST
421,259.0,2026-01-23 18:25:27,RETURNED,SOUTH
422,141.0,2026-01-09 18:45:33,DELIVERED,WEST
423,413.0,2025-12-01 01:24:36,RETURNED,EAST
424,432.0,2026-03-17 22:27:43,RETURNED,SOUTH
425,103.0,2025-09-12 02:26:24,DELIVERED,SOUTH
426,364.0,2026-07-01 22:00:35,RETURNED,EAST
427,364.0,2026-03-22 06:49:35,CANCELLED,WEST
428,346.0,2025-12-25 07:03:02,DELIVERED,WEST
429,,2026-03-18 23:38:11,CANCELLED,SOUTH
430,28.0,2025-07-14 13:47:35,SHIPPED,EAST
431,350.0,2025-09-25 05:35:13,DELIVERED,SOUTH
432,386.0,2026-02-07 11:09:38,CANCELLED,NORTH
433,316.0,2025-11-06 02:52:40,SHIPPED,WEST
434,122.0,2026-02-19 01:38:52,DELIVERED,NORTH
435,475.0,2025-10-13 02:39:24,DELIVERED,NORTH
436,7.0,2026-01-26 14:45:26,CANCELLED,SOUTH
437,467.0,2025-10-04 20:53:13,DELIVERED,SOUTH
438,398.0,2025-12-29 09:52:57,CANCELLED,SOUTH
439,350.0,2026-02-19 04:19:47,RETURNED,NORTH
440,,2025-11-20 21:47:07,DELIVERED,SOUTH
441,83.0,2026-01-08 10:16:49,DELIVERED,WEST
442,364.0,25-09-2025 03:39:33,DELIVERED,NORTH
443,397.0,2026-03-23 04:27:39,DELIVERED,WEST
444,405.0,2025-11-23 05:45:32,DELIVERED,SOUTH
445,490.0,2026-05-18 06:59:58,RETURNED,SOUTH
446,213.0,2025-10-20 09:20:51,DELIVERED,SOUTH
447,453.0,2025-09-13 23:02:52,DELIVERED,EAST
448,112.0,2025-08-27 03:43:00,CANCELLED,NORTH
449,59.0,2026-02-05 14:19:10,RETURNED,SOUTH
450,,2025-10-01 17:44:36,CANCELLED,NORTH
451,198.0,2025-08-15 17:36:59,PLACED,EAST
452,264.0,2025-10-16 20:29:28,PLACED,EAST
453,460.0,2025-10-04 09:11:37,PLACED,NORTH
454,86.0,2025-12-15 02:54:29,RETURNED,NORTH
455,321.0,2025-11-26 08:54:52,SHIPPED,WEST
456,428.0,2025-09-01 12:36:48,CANCELLED,NORTH
457,383.0,25-06-2026 13:50:33,DELIVERED,NORTH
458,45.0,2025-09-02 21:05:04,DELIVERED,NORTH
459,295.0,2026-04-30 12:28:39,CANCELLED,WEST
460,231.0,2025-09-12 18:16:45,PLACED,WEST
461,345.0,08-01-2026 17:32:12,RETURNED,NORTH
462,388.0,08-07-2026 21:02:15,PLACED,EAST
463,476.0,2026-05-16 11:43:49,DELIVERED,NORTH
464,145.0,2026-01-15 02:08:28,CANCELLED,NORTH
